episode_reward
-1094.492432
-990.082947
-640.515686
-923.573364
-485.605072
-1062.547241
-899.753479
-1012.959778
-1137.976196
-623.076538
-473.705109
-1011.671570
-482.915863
-1053.811157
-451.840973
-1058.748901
-1118.356567
-634.725464
-966.723633
-481.677673
-1066.422729
-1160.805420
-1045.853760
-478.529358
-737.803589
-1131.730713
-1101.066772
-892.516113
-1155.736328
-1047.620483
-1112.364502
-922.805359
-885.318787
-769.682678
-1088.328003
-771.131470
-942.686646
-1021.945007
-767.745361
-1068.110840
-540.477539
-1028.977173
-1080.169189
-659.858215
-533.440063
-518.196411
-1078.317505
-534.534851
-1193.056641
-1177.118164
-1195.957764
-1022.498047
-577.819519
-694.738953
-1195.124390
-1330.857422
-1285.892212
-1228.484375
-1302.563477
-1273.372925
-1317.773315
-1298.952515
-743.991089
-669.041809
-1361.382324
-861.572998
-1450.856323
-1433.042603
-832.208313
-896.431580
-1713.362183
-1542.425415
-732.492920
-1476.110718
-1713.622559
-742.323120
-1549.423584
-1589.067871
-1756.460693
-1608.000366
-915.146118
-1586.140625
-944.901733
-833.436218
-908.961548
-1612.369751
-900.330872
-815.859619
-1616.132446
-1651.042969
-677.642700
-935.626038
-680.769165
-689.054810
-1696.381958
-915.120850
-1745.667236
-702.774658
-922.810059
-816.640015
-921.441772
-1630.829590
-692.280701
-911.441467
-1723.988647
-1721.562500
-666.572876
-1664.015259
-1626.244141
-915.993958
-1523.744141
-919.950195
-681.952576
-667.845154
-1640.211426
-1650.307373
-680.233337
-1738.430664
-1685.824707
-1626.207764
-714.908752
-1729.428223
-1671.586426
-950.166565
-1716.254883
-725.030823
-1694.522461
-1801.902832
-1645.786499
-1680.859131
-1706.841919
-1678.206421
-664.759644
-1809.654541
-1746.640137
-802.654602
-795.150269
-797.775940
-1716.296509
-1721.597900
-850.516724
-1933.971191
-1708.781738
-1714.834595
-569.115601
-2022.733032
-2028.538696
-580.334473
-716.908386
-575.210327
-1698.045776
-2000.806152
-1955.453491
-1705.973511
-683.680420
-1714.906250
-1988.973633
-1667.890137
-1712.420044
-512.982788
-1719.757812
-995.983582
-1875.571045
-1713.383179
-1718.515015
-1781.575195
-804.863892
-1604.916626
-1493.023804
-1542.741943
-1662.544189
-543.886292
-1616.700439
-811.857483
-1824.563477
-685.403381
-545.889771
-1635.127441
-816.437073
-1626.907959
-1606.630981
-1721.858521
-1853.904297
-547.849792
-817.111084
-815.771545
-820.291931
-818.957458
-1642.921875
-551.897400
-555.763550
-1786.896240
-1773.233887
-1677.841553
-1701.415527
-818.041382
-1741.826660
-1708.668823
-1968.057739
-1929.401001
-1994.568848
-1662.830444
-820.260315
-1957.732422
-1670.511963
-691.705078
-1685.741455
-1727.873535
-693.110901
-1862.952393
-1742.320801
-1995.492310
-2007.432129
-1755.800537
-689.994263
-692.911377
-1632.183228
-823.470825
-1539.784180
-552.373474
-1272.286133
-1165.071045
-575.212036
-599.281616
-427.902100
-550.146912
-372.634155
-370.504700
-342.433167
-711.243530
-706.672180
-826.015991
-879.132751
-899.825500
-976.013184
-712.955322
-823.656616
-953.203491
-706.099121
-981.808228
-858.447327
-787.310791
-812.914429
-897.805481
-951.674988
-967.040894
-933.113403
-809.641418
-1186.746094
-1220.711426
-849.437012
-893.258972
-715.367249
-679.015747
-939.378784
-883.420349
-701.442566
-991.960205
-981.084656
-971.019470
-798.993042
-711.663147
-710.637634
-971.399719
-832.556946
-819.379456
-965.229736
-849.091125
-781.258118
-753.856567
-666.211060
-901.850769
-834.586853
-997.709412
-875.544312
-715.917175
-855.037415
-858.946655
-740.141235
-794.950928
-954.239319
-992.550720
-954.899048
-799.891602
-841.165955
-972.078247
-1156.475464
-847.871887
-745.032166
-820.153748
-1012.001160
-949.616638
-756.155457
-830.891541
-988.672668
-1038.630737
-1007.683411
-913.309021
-979.510193
-977.611023
-879.753174
-869.969910
-870.760620
-697.012634
-859.773926
-845.764038
-793.687439
-772.449402
-869.357849
-679.916626
-753.121643
-881.389771
-882.296509
-687.692322
-718.902893
-651.458862
-677.060303
-788.764099
-831.625732
-841.197632
-888.354187
-937.515686
-723.678406
-907.396667
-957.446838
-817.132935
-827.292847
-828.444458
-1013.860168
-952.552002
-857.876221
-734.911255
-1141.034058
-925.138245
-889.408386
-1112.771118
-794.557556
-1040.510132
-822.189575
-916.684937
-884.261841
-721.795410
-955.979126
-685.380737
-988.606201
